MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS
A08109,17,186301.44,,M,,6,TYPE-A,69,3,MONTHLY,343477,INFORCE
A08110,54,199999.75,M,M,799992,1,TYPE-A,51,3,ANNUAL,1309522,INFORCE
A08111,12,100000,,F,499992,2,TYPE-B,61,2,ANNUAL,1358211,INFORCE
A08112,17,122542.06,M,M,399996,2,TYPE-A,35,2,SEMI-ANNUAL,348100,INFORCE
A08113,27,100496.85,M,F,379992,2,TYPE-A,36,1,ANNUAL,1327400,INFORCE
A08114,17,105000.31,S,F,289992,2,TYPE-A,38,0,ANNUAL,249699,INFORCE
A08115,27,122999.88,,F,549996,2,TYPE-A,55,0,MONTHLY,19733,INFORCE
A08116,65,162000.43,,M,799992,1,TYPE-A,75,3,ANNUAL,132000,INFORCE
A08117,67,162000.3,,M,799992,1,TYPE-A,75,2,ANNUAL,132000,INFORCE
A08118,22,150786.91,M,M,12499992,1,TYPE-A,48,1,ANNUAL,1222022,INFORCE
A08119,17,140103.12,M,F,,6,TYPE-A,68,3,MONTHLY,343344,INFORCE
A08120,17,199751.82,M,M,1200000,1,TYPE-A,60,3,SEMI-ANNUAL,343344,INFORCE
A08121,12,100000,M,M,15926724,2,TYPE-B,44,1,SEMI-ANNUAL,293011,CANCELLED
A08122,17,299999.84,,M,,6,TYPE-A,80,3,ANNUAL,347999,INFORCE
A08123,17,116171.5,,F,499992,2,TYPE-A,53,0,SEMI-ANNUAL,343344,INFORCE
A08124,17,207000.29,M,F,499992,1,TYPE-A,41,1,ANNUAL,343344,INFORCE
A08125,12,200000,,F,1200000,1,TYPE-B,61,0,SEMI-ANNUAL,792577,CANCELLED
A08126,17,200001.96,,M,600000,2,TYPE-A,73,0,SEMI-ANNUAL,347999,INFORCE
A08127,17,116166.17,M,M,600000,1,TYPE-A,56,1,ANNUAL,343344,INFORCE
A08128,17,123710.4,M,F,399996,1,TYPE-A,58,1,MONTHLY,343344,INFORCE
A08129,12,197000.52,M,F,375000,1,TYPE-B,27,1,MONTHLY,1126266,CANCELLED
A08130,17,111703.38,,F,,6,TYPE-A,66,0,ANNUAL,343344,INFORCE
A08131,12,722000,M,M,999996,1,TYPE-B,41,2,ANNUAL,499266,INFORCE
A08132,27,100007.51,M,M,6000000,2,TYPE-A,42,2,ANNUAL,1358033,INFORCE
A08133,27,100502.88,,F,399996,2,TYPE-A,63,0,ANNUAL,1358033,INFORCE
A08134,17,102232.79,M,F,360000,1,TYPE-A,59,3,ANNUAL,343344,INFORCE
A08135,17,309271.68,,M,999996,1,TYPE-A,51,0,MONTHLY,348355,INFORCE
A08136,27,165796.68,M,F,375000,1,TYPE-A,51,3,MONTHLY,797522,INFORCE
A08137,27,101953.33,S,M,600000,1,TYPE-A,30,0,ANNUAL,343344,INFORCE
A08138,17,247831.66,M,F,,6,TYPE-A,63,2,ANNUAL,343344,INFORCE
A08139,17,117324.67,M,F,499992,1,TYPE-A,57,3,ANNUAL,343344,INFORCE
A08140,17,116706.7,,F,279996,1,TYPE-A,60,2,SEMI-ANNUAL,343344,INFORCE
A08141,18,130415.36,M,M,1099992,1,TYPE-A,62,1,SEMI-ANNUAL,1292122,INFORCE
A08142,12,400000,,M,3499992,1,TYPE-B,60,1,ANNUAL,532155,INFORCE
A08143,12,150000,M,F,300000,2,TYPE-B,29,3,ANNUAL,1208455,INFORCE
A08144,27,153515.44,M,M,999996,2,TYPE-A,49,1,ANNUAL,862622,INFORCE
A08145,17,121195.32,M,M,780000,1,TYPE-A,34,2,MONTHLY,348355,INFORCE
A08146,12,100000,M,M,499992,2,TYPE-B,36,1,ANNUAL,1344811,INFORCE
A08147,12,120000.96,S,M,499992,2,TYPE-B,24,0,MONTHLY,1337888,CANCELLED
A08148,12,147000,,M,1200000,2,TYPE-B,65,0,ANNUAL,1311833,INFORCE
A08149,12,100000.8,M,M,375000,1,TYPE-B,43,1,MONTHLY,1355577,CANCELLED
A08150,17,103090.03,M,F,499992,2,TYPE-A,34,2,ANNUAL,1330699,INFORCE
A08151,12,102000.72,S,M,360000,1,TYPE-B,26,0,MONTHLY,1187077,CANCELLED
A08152,12,120000.96,M,M,300000,2,TYPE-B,34,2,MONTHLY,1375644,INFORCE
A08153,96,107335.36,,M,399996,6,TYPE-A,77,0,ANNUAL,1347266,INFORCE
A08154,12,596000,S,M,999996,1,TYPE-B,30,0,SEMI-ANNUAL,1079255,CANCELLED
A08155,61,121004.29,M,M,699996,1,TYPE-A,44,3,ANNUAL,1210222,INFORCE
A08156,90,119999.64,,M,1044000,1,TYPE-A,44,0,MONTHLY,1358300,INFORCE
A08157,79,119994.84,S,M,600000,1,TYPE-A,24,0,MONTHLY,21000,INFORCE
A08158,22,175000.5,S,M,799992,1,TYPE-A,27,0,ANNUAL,1391288,INFORCE
A08159,12,200000,M,F,649992,2,TYPE-B,38,2,ANNUAL,1161700,INFORCE
A08160,12,100000,M,F,,4,TYPE-B,58,3,ANNUAL,1347688,INFORCE
A08161,22,100000,M,F,799992,2,TYPE-B,60,1,ANNUAL,1125488,INFORCE
A08162,22,100000,M,F,799992,2,TYPE-B,60,3,ANNUAL,1125499,INFORCE
A08163,12,350000,S,M,549996,1,TYPE-B,25,0,ANNUAL,19733,INFORCE
A08164,43,699999.97,M,M,17400000,1,TYPE-A,62,3,ANNUAL,1358300,INFORCE
A08165,12,100000,,M,,6,TYPE-B,62,2,ANNUAL,1219777,INFORCE
A08166,97,150000.68,,F,679164,2,TYPE-A,34,0,ANNUAL,752200,INFORCE
A08167,85,100000.9,,F,300000,2,TYPE-A,45,0,SEMI-ANNUAL,1278966,INFORCE
A08168,12,200001.6,,M,499992,2,TYPE-B,45,2,MONTHLY,1355055,CANCELLED
A08169,17,103089.84,M,M,,6,TYPE-A,67,3,ANNUAL,343355,INFORCE
A08170,17,123232.16,M,F,,6,TYPE-A,58,3,SEMI-ANNUAL,343344,INFORCE
A08171,12,308354,,M,,6,TYPE-B,74,1,ANNUAL,652666,INFORCE
A08172,12,120000,M,M,444000,1,TYPE-B,56,1,SEMI-ANNUAL,407300,CANCELLED
A08173,17,131199.72,M,F,799992,1,TYPE-A,62,3,MONTHLY,343344,INFORCE
A08174,94,221299.93,,M,499992,1,TYPE-A,45,0,ANNUAL,1391233,INFORCE
A08175,12,215572,M,M,,6,TYPE-B,70,3,ANNUAL,364999,INFORCE
A08176,12,220311,M,M,349992,1,TYPE-B,69,3,ANNUAL,364999,INFORCE
A08177,12,217606,M,M,349992,1,TYPE-B,69,1,ANNUAL,364999,INFORCE
A08178,76,300000.04,,F,649992,2,TYPE-A,64,0,ANNUAL,1347266,INFORCE
A08179,17,103914.36,M,M,600000,1,TYPE-A,63,3,MONTHLY,343377,INFORCE
A08180,12,200000,,M,,6,TYPE-B,73,3,ANNUAL,1385911,INFORCE
A08181,66,203008.44,,M,499992,2,TYPE-A,37,3,MONTHLY,1361044,CANCELLED
A08182,96,103696.41,,M,1699992,1,TYPE-A,37,0,ANNUAL,1268377,INFORCE
A08183,63,206191.73,M,M,999996,1,TYPE-A,42,3,ANNUAL,343377,INFORCE
A08184,17,206185.2,S,M,499992,1,TYPE-A,25,0,QUARTERLY,343344,INFORCE
A08185,12,100000,M,M,399996,2,TYPE-B,51,2,ANNUAL,1385222,INFORCE
A08186,17,125722.96,M,M,699996,2,TYPE-A,58,3,SEMI-ANNUAL,343466,INFORCE
A08187,71,200000.4,,M,,6,TYPE-A,67,0,ANNUAL,1378055,INFORCE
A08188,17,300000.16,M,M,,6,TYPE-A,49,3,SEMI-ANNUAL,343500,INFORCE
A08189,17,103092.82,S,M,,6,TYPE-A,58,0,ANNUAL,343344,INFORCE
A08190,17,100000.12,,F,,6,TYPE-A,63,0,ANNUAL,343344,INFORCE
A08191,17,121195.32,S,F,499992,1,TYPE-A,35,0,MONTHLY,343344,INFORCE
A08192,22,101892.12,M,M,600000,1,TYPE-A,42,1,MONTHLY,1312988,CANCELLED
A08193,17,113870.74,M,F,409992,1,TYPE-A,47,1,ANNUAL,343344,INFORCE
A08194,82,129300,,M,1200000,1,TYPE-A,59,0,ANNUAL,1132944,INFORCE
A08195,17,189895.74,,F,600000,2,TYPE-A,49,0,ANNUAL,1358200,INFORCE
A08196,17,191221.68,,M,499992,2,TYPE-A,74,2,MONTHLY,343355,INFORCE
A08197,17,100000.7,,M,3403848,2,TYPE-A,45,0,ANNUAL,969622,INFORCE
A08198,17,108897.06,M,M,799992,2,TYPE-A,52,2,ANNUAL,1342655,INFORCE
A08199,22,100000,M,F,399996,2,TYPE-B,36,1,ANNUAL,1338366,INFORCE
A08200,12,240001.92,M,M,1200000,2,TYPE-B,33,2,MONTHLY,19733,CANCELLED
A08201,17,147368.53,M,M,1800000,1,TYPE-A,63,2,ANNUAL,20566,INFORCE
A08202,12,150000,,M,1599996,1,TYPE-B,60,0,ANNUAL,281055,INFORCE
A08203,17,112218,M,F,499992,2,TYPE-A,38,1,ANNUAL,343488,INFORCE
A08204,99,221299.93,,M,499992,1,TYPE-A,45,0,ANNUAL,1391233,INFORCE
A08205,22,124999.78,M,F,249996,2,TYPE-A,35,1,ANNUAL,1289499,INFORCE
A08206,12,100000,M,M,999996,1,TYPE-B,40,3,SEMI-ANNUAL,1386433,CANCELLED
A08207,12,500000,,M,7200000,1,TYPE-B,56,0,ANNUAL,1388344,INFORCE
A08208,17,180959.4,,M,399996,1,TYPE-A,49,0,MONTHLY,343344,INFORCE
A08209,71,123707.88,M,F,600000,2,TYPE-A,34,2,MONTHLY,21055,INFORCE
A08210,71,199999.74,,M,499992,6,TYPE-A,65,0,ANNUAL,132000,INFORCE
A08211,17,270860.24,,M,2499996,2,TYPE-A,66,2,ANNUAL,496533,INFORCE
A08212,27,150002.36,,M,1500000,2,TYPE-A,63,0,ANNUAL,1322299,INFORCE
A08213,76,121966.92,S,M,450000,1,TYPE-A,27,0,MONTHLY,1378500,INFORCE
A08214,12,100000,W,M,,6,TYPE-B,61,0,ANNUAL,1392788,INFORCE
A08215,17,270860.24,,M,2499996,2,TYPE-A,66,1,ANNUAL,532155,INFORCE
A08216,17,100000.46,,F,249996,2,TYPE-A,66,2,ANNUAL,1371544,INFORCE
A08217,90,100040.07,,M,1599996,1,TYPE-A,53,0,ANNUAL,1152855,INFORCE
A08218,12,497000,M,F,799992,1,TYPE-B,41,2,ANNUAL,499266,INFORCE
A08219,17,309267.72,M,F,600000,1,TYPE-A,59,2,MONTHLY,343488,INFORCE
A08220,12,100000,M,M,379992,2,TYPE-B,42,3,ANNUAL,1349433,INFORCE
A08221,22,100000.46,M,F,349992,2,TYPE-A,28,1,ANNUAL,573388,INFORCE
A08222,12,994000,,M,1249992,1,TYPE-B,65,3,SEMI-ANNUAL,1379944,CANCELLED
A08223,17,229979.51,M,M,699996,2,TYPE-A,44,3,ANNUAL,1239533,INFORCE
A08224,17,229979.57,M,F,499992,2,TYPE-A,38,1,ANNUAL,1239533,INFORCE
A08225,71,150000.07,M,M,285996,2,TYPE-A,34,3,ANNUAL,1132211,INFORCE
A08226,32,100003.91,,M,999996,2,TYPE-A,58,0,ANNUAL,1310266,INFORCE
A08227,72,125405.52,M,F,499992,1,TYPE-A,30,3,MONTHLY,347966,INFORCE
A08228,80,145999.93,,M,849996,2,TYPE-A,48,0,ANNUAL,1391233,INFORCE
A08229,81,100166.88,,F,300000,1,TYPE-A,55,0,MONTHLY,347966,INFORCE
A08230,22,100000.42,,M,,6,TYPE-A,65,3,ANNUAL,1382955,INFORCE
A08231,70,100002.02,,M,,6,TYPE-A,69,0,SEMI-ANNUAL,1313644,INFORCE
A08232,94,105588.26,,F,799992,2,TYPE-A,35,0,ANNUAL,1385411,INFORCE
A08233,55,300048.09,M,M,9468012,1,TYPE-A,50,3,ANNUAL,1347899,INFORCE
A08234,22,103090.03,M,F,600000,1,TYPE-A,28,1,ANNUAL,452622,INFORCE
A08235,90,100000.3,,M,799992,2,TYPE-A,74,0,ANNUAL,1267500,INFORCE
A08236,76,100040.07,,M,775200,2,TYPE-A,59,0,ANNUAL,1377211,INFORCE
A08237,32,299999.99,,M,1699992,1,TYPE-A,66,0,ANNUAL,1391233,INFORCE
A08238,93,200304.55,,M,499992,1,TYPE-A,43,0,ANNUAL,1243055,INFORCE
A08239,102,101800.11,,F,180000,1,TYPE-A,27,0,ANNUAL,1223833,INFORCE
A08240,12,107000,M,M,499992,2,TYPE-B,27,3,ANNUAL,1387933,INFORCE
A08241,17,245996.64,S,M,1999992,1,TYPE-A,39,0,MONTHLY,343344,INFORCE
A08242,12,600000,M,M,1200000,1,TYPE-B,33,3,SEMI-ANNUAL,788544,INFORCE
A08243,12,199900,S,F,600000,2,TYPE-B,20,0,ANNUAL,1394511,INFORCE
A08244,22,128862.52,,M,499992,2,TYPE-A,35,0,ANNUAL,1389911,INFORCE
A08245,17,113998.94,M,F,429996,1,TYPE-A,53,1,SEMI-ANNUAL,347877,INFORCE
A08246,32,119995.68,M,M,499992,1,TYPE-A,35,1,MONTHLY,1386866,INFORCE
A08247,32,141699.96,,M,499992,1,TYPE-A,45,0,ANNUAL,1391233,INFORCE
A08248,17,124198.92,M,M,549996,1,TYPE-A,49,3,MONTHLY,1097866,CANCELLED
A08249,12,700000,D,F,1500000,2,TYPE-B,53,0,ANNUAL,1267955,INFORCE
A08250,12,150000,S,M,2799996,1,TYPE-B,39,0,ANNUAL,1379866,INFORCE
A08251,12,120000.96,M,M,180000,2,TYPE-B,38,2,MONTHLY,1394444,CANCELLED
A08252,32,141699.97,,M,499992,1,TYPE-A,45,3,ANNUAL,1391233,INFORCE
A08253,17,201248.17,M,F,780000,1,TYPE-A,53,1,ANNUAL,1354511,INFORCE
A08254,90,199999.84,,M,999996,2,TYPE-A,64,0,ANNUAL,1379355,INFORCE
A08255,80,145999.93,,M,799992,2,TYPE-A,48,0,ANNUAL,1391233,INFORCE
A08256,17,296063.92,M,F,480000,1,TYPE-A,49,1,SEMI-ANNUAL,343344,INFORCE
A08257,17,136522.56,M,M,499992,1,TYPE-A,63,2,MONTHLY,343344,INFORCE
A08258,17,190067.64,S,F,499992,1,TYPE-A,23,0,MONTHLY,343344,INFORCE
A08259,27,154680.77,M,M,429996,1,TYPE-A,60,3,ANNUAL,343344,INFORCE
A08260,17,121195.32,M,M,300000,1,TYPE-A,33,3,MONTHLY,343344,INFORCE
A08261,12,120000.96,M,M,600000,2,TYPE-B,33,1,MONTHLY,1112455,INFORCE
A08262,22,300000.84,M,M,1699992,1,TYPE-A,33,2,SEMI-ANNUAL,1391288,CANCELLED
A08263,12,146998,S,M,399996,2,TYPE-B,22,0,ANNUAL,1097888,INFORCE
A08264,82,101507.52,,M,,6,TYPE-A,82,0,MONTHLY,19733,INFORCE
A08265,17,125449.32,M,M,499992,2,TYPE-A,52,3,MONTHLY,348066,INFORCE
A08266,17,149988.23,M,M,,6,TYPE-A,64,1,ANNUAL,343344,INFORCE
A08267,61,100999.97,,F,,6,TYPE-A,66,2,ANNUAL,1219322,INFORCE
A08268,27,174776.6,S,F,649992,1,TYPE-A,26,0,ANNUAL,608188,INFORCE
A08269,12,180001.44,S,M,699996,2,TYPE-B,42,0,MONTHLY,1263144,CANCELLED
A08270,27,162089.16,M,M,499992,2,TYPE-A,43,1,MONTHLY,343344,INFORCE
A08271,89,200000.4,,M,1599996,1,TYPE-A,49,0,ANNUAL,132000,INFORCE
A08272,58,119996.76,S,F,399996,2,TYPE-A,47,0,MONTHLY,1269888,CANCELLED
A08273,12,150000,M,M,499992,1,TYPE-B,50,2,ANNUAL,1143799,INFORCE
A08274,17,194579.06,M,F,300000,2,TYPE-A,60,1,ANNUAL,1271099,INFORCE
A08275,22,150000.1,M,M,3999996,1,TYPE-A,44,1,ANNUAL,1328544,INFORCE
A08276,17,300709.14,,M,699996,2,TYPE-A,70,2,ANNUAL,343344,INFORCE
A08277,12,100000,M,F,210000,2,TYPE-B,39,3,ANNUAL,1387533,INFORCE
A08278,17,119995.44,,M,,6,TYPE-A,74,0,MONTHLY,343477,INFORCE
A08279,12,100000,S,M,369996,1,TYPE-B,26,0,ANNUAL,1340888,INFORCE
A08280,17,113889.94,M,M,450000,2,TYPE-A,35,3,ANNUAL,741344,INFORCE
A08281,17,120639.6,,M,450000,2,TYPE-A,62,0,MONTHLY,1097755,INFORCE
A08282,96,150005.23,,M,549996,2,TYPE-A,49,0,ANNUAL,1340888,INFORCE
A08283,22,103090.02,,F,499992,2,TYPE-A,58,0,ANNUAL,1353644,INFORCE
A08284,32,111069.99,S,M,391872,1,TYPE-A,23,0,ANNUAL,1299688,INFORCE
A08285,17,114998.96,M,F,,4,TYPE-A,51,1,ANNUAL,343344,INFORCE
A08286,27,162530.04,M,M,1500000,1,TYPE-A,44,1,MONTHLY,343344,INFORCE
A08287,27,100000,M,M,999996,2,TYPE-A,54,3,ANNUAL,1395555,INFORCE
A08288,17,120000.84,M,F,699996,1,TYPE-A,53,1,MONTHLY,343466,INFORCE
A08289,12,100000,,F,,6,TYPE-B,78,3,ANNUAL,1394444,INFORCE
A08290,17,125456.16,M,M,999996,2,TYPE-A,53,2,MONTHLY,1097755,INFORCE
A08291,94,109999.95,,M,559992,2,TYPE-A,40,0,ANNUAL,300144,INFORCE
A08292,22,200000.4,M,M,349992,2,TYPE-A,36,1,ANNUAL,1265844,INFORCE
A08293,17,127255.2,S,F,249996,1,TYPE-A,36,0,MONTHLY,343344,INFORCE
A08294,17,104401.56,M,F,,4,TYPE-A,64,3,QUARTERLY,343477,INFORCE
A08295,17,124198.92,M,M,1200000,1,TYPE-A,50,2,MONTHLY,1079488,INFORCE
A08296,17,124198.92,M,M,1200000,1,TYPE-A,50,3,MONTHLY,1079488,INFORCE
A08297,32,100055.55,,M,,6,TYPE-A,77,0,ANNUAL,319266,INFORCE
A08298,12,100000,M,M,3499992,1,TYPE-B,69,2,ANNUAL,364999,INFORCE
A08299,22,100000.42,,M,1999992,2,TYPE-A,60,0,ANNUAL,773733,INFORCE
A08300,17,104285.35,,M,,6,TYPE-A,65,2,ANNUAL,348355,INFORCE
A08301,22,400000.04,M,F,1200000,1,TYPE-A,29,2,SEMI-ANNUAL,1391288,INFORCE
A08302,22,400001.08,M,M,1399992,1,TYPE-A,36,2,SEMI-ANNUAL,1391288,CANCELLED
A08303,17,125152.91,M,M,600000,1,TYPE-A,62,3,ANNUAL,1395422,INFORCE
A08304,17,117038.88,M,M,279996,2,TYPE-A,49,3,ANNUAL,1393211,INFORCE
A08305,12,150000,M,M,999996,1,TYPE-B,34,3,ANNUAL,1277844,INFORCE
A08306,32,114120.63,M,M,300000,2,TYPE-A,40,3,ANNUAL,1247800,INFORCE
A08307,12,500000,M,M,2799996,1,TYPE-B,51,2,ANNUAL,1269899,INFORCE
A08308,17,124999.76,,M,2599992,1,TYPE-A,52,0,ANNUAL,1374322,INFORCE
A08309,70,100002.02,,M,,6,TYPE-A,69,0,SEMI-ANNUAL,1313644,CANCELLED
A08310,17,119999.64,,M,,6,TYPE-A,68,3,MONTHLY,1079488,INFORCE
A08311,17,123704.76,,M,,6,TYPE-A,71,3,MONTHLY,348355,INFORCE
A08312,12,996542,M,M,1500000,2,TYPE-B,29,1,ANNUAL,1236855,INFORCE
A08313,12,500000,M,F,600000,1,TYPE-B,51,3,ANNUAL,1350777,INFORCE
A08314,12,496506,,M,2400000,1,TYPE-B,58,1,ANNUAL,813633,INFORCE
A08315,17,124999.56,,M,499992,1,TYPE-A,54,0,ANNUAL,1222022,INFORCE
A08316,27,200582.32,M,M,1800000,NA,TYPE-A,41,3,ANNUAL,343344,INFORCE
A08317,32,237751.31,M,F,249996,2,TYPE-A,43,3,ANNUAL,1291322,INFORCE
A08318,12,150000,,M,499992,2,TYPE-B,63,0,ANNUAL,1388644,INFORCE
A08319,12,160000,,M,499992,2,TYPE-B,63,0,ANNUAL,1388644,INFORCE
A08320,82,150099.04,,M,600000,1,TYPE-A,55,0,ANNUAL,1079166,INFORCE
A08321,17,150000.15,,M,1599996,1,TYPE-A,56,0,ANNUAL,1377300,INFORCE
A08322,17,211184.4,M,F,699996,1,TYPE-A,57,1,ANNUAL,343488,INFORCE
A08323,12,240000,M,M,399996,2,TYPE-B,38,3,ANNUAL,1394233,INFORCE
A08324,100,199999.74,,M,,6,TYPE-A,67,1,ANNUAL,1347266,INFORCE
A08325,98,199998.25,,F,,6,TYPE-A,73,0,ANNUAL,1379355,INFORCE
A08326,12,200000,M,M,799992,2,TYPE-B,41,2,ANNUAL,1375133,INFORCE
A08327,17,104959.8,,M,,6,TYPE-A,71,1,MONTHLY,1298400,INFORCE
A08328,12,200000,,M,,6,TYPE-B,67,0,ANNUAL,1361855,INFORCE
A08329,17,179999.28,M,M,499992,2,TYPE-A,43,3,MONTHLY,343477,INFORCE
A08330,17,124198.92,,F,399996,1,TYPE-A,41,2,MONTHLY,343344,INFORCE
A08331,83,200000.4,,M,1599996,1,TYPE-A,49,0,ANNUAL,132000,INFORCE
A08332,17,126671.52,,F,180000,2,TYPE-A,47,0,MONTHLY,348166,INFORCE
A08333,17,223406.75,,M,450000,1,TYPE-A,58,0,ANNUAL,343344,INFORCE
A08334,27,149217,M,M,3000000,1,TYPE-A,47,3,MONTHLY,20300,INFORCE
A08335,12,155000,M,M,999996,1,TYPE-B,57,2,ANNUAL,1243055,INFORCE
A08336,12,200000,M,M,1699992,1,TYPE-B,51,1,ANNUAL,1376022,INFORCE
A08337,27,163649.16,M,M,999996,1,TYPE-A,38,1,MONTHLY,1079488,INFORCE
A08338,17,148454.76,M,M,999996,1,TYPE-A,48,2,MONTHLY,347811,INFORCE
A08339,65,150000.84,M,F,700320,2,TYPE-A,39,1,SEMI-ANNUAL,1340888,INFORCE
A08340,17,100000.49,,M,600000,2,TYPE-A,47,0,ANNUAL,91799,INFORCE
A08341,52,107999.58,M,M,799992,1,TYPE-A,53,3,ANNUAL,1290177,INFORCE
A08342,17,120004.44,M,M,699996,1,TYPE-A,60,1,MONTHLY,347866,INFORCE
A08343,27,100000.56,M,M,499992,2,TYPE-A,49,2,SEMI-ANNUAL,1396955,INFORCE
A08344,17,100000.46,,F,249996,2,TYPE-A,66,2,ANNUAL,1371544,INFORCE
A08345,17,125449.32,M,F,,6,TYPE-A,53,1,MONTHLY,343344,INFORCE
A08346,49,149999.58,M,F,399996,1,TYPE-A,56,1,ANNUAL,1360344,INFORCE
A08347,17,206180.01,,M,1599996,1,TYPE-A,56,0,ANNUAL,1377300,INFORCE
A08348,17,117776.49,M,M,1099992,2,TYPE-A,57,3,ANNUAL,1295000,INFORCE
A08349,64,250000.27,W,F,1500000,NA,TYPE-A,41,0,ANNUAL,1233788,INFORCE
A08350,32,101469.8,M,M,399996,5,TYPE-A,42,2,SEMI-ANNUAL,741077,INFORCE
A08351,12,100000.8,M,M,1347384,1,TYPE-B,58,3,MONTHLY,708822,INFORCE
A08352,17,111998.2,M,F,300000,2,TYPE-A,63,3,QUARTERLY,348022,INFORCE
A08353,12,100000,M,M,849996,1,TYPE-B,35,2,ANNUAL,1182955,INFORCE
A08354,17,718662.24,M,F,9996,2,TYPE-A,64,1,MONTHLY,159211,CANCELLED
A08355,50,151617.51,M,F,600000,1,TYPE-A,55,3,ANNUAL,1132944,INFORCE
A08356,17,120000.84,M,M,600000,1,TYPE-A,49,3,MONTHLY,343511,CANCELLED
A08357,83,206386.18,,M,1849992,NA,TYPE-A,53,2,ANNUAL,1394400,INFORCE
A08358,17,305043.4,,M,499992,2,TYPE-A,52,0,SEMI-ANNUAL,347966,CANCELLED
A08359,27,145647.61,M,F,499992,1,TYPE-A,36,3,ANNUAL,343344,INFORCE
A08360,17,199999.83,,F,999996,1,TYPE-A,59,0,ANNUAL,1075544,INFORCE
A08361,17,142338.42,M,M,499992,1,TYPE-A,44,2,ANNUAL,343499,INFORCE
A08362,17,101056.47,M,M,450000,1,TYPE-A,51,1,ANNUAL,107244,INFORCE
A08363,101,151453.85,,M,2400000,1,TYPE-A,36,0,ANNUAL,1361777,INFORCE
A08364,17,161969.89,,M,900000,1,TYPE-A,55,0,ANNUAL,1079488,INFORCE
A08365,32,116086.84,M,M,499992,2,TYPE-A,56,3,ANNUAL,1317900,INFORCE
A08366,17,120199.64,M,M,7500000,1,TYPE-A,61,2,ANNUAL,1352877,INFORCE
A08367,17,199981.83,,F,549996,1,TYPE-A,74,1,ANNUAL,348066,INFORCE
A08368,22,100390.56,M,F,300000,2,TYPE-A,41,2,MONTHLY,1211100,CANCELLED
A08369,17,105194.39,M,M,600000,5,TYPE-A,51,2,ANNUAL,1126533,INFORCE
A08370,22,100000.28,M,M,999996,1,TYPE-A,29,1,SEMI-ANNUAL,1391288,INFORCE
A08371,12,125000,,M,600000,1,TYPE-B,59,0,ANNUAL,1219777,INFORCE
A08372,54,200355.42,M,M,510000,1,TYPE-A,51,1,ANNUAL,296411,INFORCE
A08373,87,249999.82,,F,999996,2,TYPE-A,39,0,ANNUAL,1243888,INFORCE
A08374,93,250000.52,,M,475800,2,TYPE-A,43,0,ANNUAL,1243888,INFORCE
A08375,55,103090.07,,F,,6,TYPE-A,73,3,ANNUAL,1287711,INFORCE
A08376,17,124198.92,M,F,450000,1,TYPE-A,52,1,MONTHLY,343344,INFORCE
A08377,17,399946.66,,F,,6,TYPE-A,86,3,SEMI-ANNUAL,343344,INFORCE
A08378,17,309237.96,M,F,549996,1,TYPE-A,49,2,MONTHLY,343344,INFORCE
A08379,27,171867.52,M,M,429996,1,TYPE-A,60,1,ANNUAL,343344,INFORCE
A08380,17,125465.64,M,F,249996,2,TYPE-A,53,1,MONTHLY,343344,INFORCE
A08381,22,268034.06,M,M,699996,NA,TYPE-A,49,3,ANNUAL,1317900,INFORCE
A08382,22,250000,M,M,870000,1,TYPE-B,39,3,ANNUAL,1152855,INFORCE
A08383,17,100009.99,M,M,120000,1,TYPE-A,62,3,ANNUAL,1130355,INFORCE
A08384,17,250000.54,,F,349992,2,TYPE-A,68,0,ANNUAL,1394711,INFORCE
A08385,17,110002.26,M,M,2499996,2,TYPE-A,49,1,ANNUAL,1335611,INFORCE
A08386,17,103090.01,,M,499992,2,TYPE-A,47,0,ANNUAL,1209700,INFORCE
A08387,17,102076.94,M,F,300000,1,TYPE-A,63,1,SEMI-ANNUAL,343344,INFORCE
A08388,17,399999.78,,M,,6,TYPE-A,80,1,SEMI-ANNUAL,347999,INFORCE
A08389,17,121481.26,M,M,810000,NA,TYPE-A,59,3,ANNUAL,343344,INFORCE
A08390,17,299973.84,,M,799992,1,TYPE-A,71,1,MONTHLY,348144,INFORCE
A08391,17,103086.56,,F,450000,1,TYPE-A,62,0,QUARTERLY,343488,INFORCE
A08392,32,304866.98,M,M,750000,NA,TYPE-A,36,1,ANNUAL,1333933,INFORCE
A08393,12,650000,,M,499992,2,TYPE-B,77,3,ANNUAL,1399388,INFORCE
A08394,66,200000.03,,M,1699992,1,TYPE-A,66,3,ANNUAL,1391233,INFORCE
A08395,17,113870.74,M,F,,4,TYPE-A,50,1,ANNUAL,343344,INFORCE
A08396,17,122017.66,M,M,499992,1,TYPE-A,53,3,SEMI-ANNUAL,343344,INFORCE
A08397,17,149989.08,M,M,649992,1,TYPE-A,57,2,MONTHLY,343511,INFORCE
A08398,17,240000.32,M,M,1200000,2,TYPE-A,40,1,ANNUAL,1374077,INFORCE
A08399,12,100000,M,M,399996,2,TYPE-B,37,3,ANNUAL,956422,INFORCE
